source_soil,pH,N_total_mgkg,K_mgkg,habitability_score
Mars,7.499,7.72,118.689,0.8889
Mars,7.198,6.403,136.832,0.8609
Mars,6.533,4.502,157.299,0.8076
Mars,7.651,3.337,118.942,0.6854
Mars,6.835,6.026,76.962,0.7879
Mars,7.634,11.224,82.311,0.8875
Mars,6.959,2.487,144.321,0.7314
Mars,7.751,11.91,87.958,0.8545
Mars,7.669,4.078,202.373,0.7362
Mars,7.272,6.088,193.47,0.8631
Mars,7.762,2.451,115.845,0.6143
Mars,7.152,7.848,192.958,0.9247
Mars,6.29,6.836,145.31,0.8846
Mars,6.455,8.667,85.448,0.8888
Mars,6.615,7.427,158.274,0.9099
Mars,6.158,5.982,168.712,0.8594
Mars,7.778,9.378,73.423,0.8088
Mars,6.918,2.25,110.312,0.6891
Mars,6.234,7.41,60.861,0.8202
Mars,8.05,3.139,110.629,0.5372
Mars,7.709,6.36,113.671,0.7666
Mars,7.131,9.911,160.833,0.9969
Mars,6.619,3.425,91.847,0.7117
Mars,6.379,11.358,64.815,0.9148
Mars,7.146,10.885,110.502,0.9605
Mars,8.213,6.149,192.099,0.6275
Mars,6.471,2.06,123.863,0.696
Mars,7.422,9.897,126.415,0.9728
Mars,8.404,10.809,135.044,0.6836
Mars,7.593,3.747,180.286,0.7502
Mars,7.1,11.162,136.804,0.9868
Mars,7.791,11.141,74.605,0.8276
Mars,8.061,6.713,93.024,0.6408
Mars,7.476,9.98,90.064,0.9394
Mars,8.18,6.449,141.258,0.6405
Mars,7.286,7.64,64.789,0.8322
Mars,8.075,5.198,105.379,0.5956
Mars,8.38,3.595,157.151,0.4825
Mars,7.253,9.465,116.744,0.948
Mars,7.513,2.014,173.234,0.7163
Mars,7.524,7.796,122.595,0.8875
Mars,7.954,10.647,216.681,0.8488
Mars,8.057,4.213,214.457,0.6116
Mars,6.068,5.329,187.975,0.8365
Mars,7.833,7.875,212.702,0.8145
Mars,7.96,4.469,92.765,0.596
Mars,7.751,10.475,180.148,0.9163
Mars,7.784,5.666,111.465,0.715
Mars,6.104,7.816,176.047,0.9236
Mars,7.105,4.261,119.823,0.769
Mars,8.045,2.414,106.307,0.509
Mars,8.335,3.737,213.407,0.5025
Mars,6.574,2.462,93.582,0.6798
Mars,7.448,6.686,181.371,0.884
Mars,8.011,7.866,167.948,0.755
Mars,7.881,2.447,108.556,0.5672
Mars,7.547,2.905,133.335,0.7193
Mars,6.047,6.855,82.871,0.8228
Mars,7.81,9.992,207.393,0.8965
Mars,7.933,8.28,214.899,0.7954
Mars,7.807,3.047,177.194,0.6543
Mars,7.915,10.875,195.907,0.8618
Mars,7.077,11.175,73.219,0.9232
Mars,8.484,5.25,121.435,0.477
Mars,7.927,8.16,112.93,0.7562
Mars,7.447,6.923,150.392,0.8923
Mars,8.335,11.42,89.337,0.6608
Mars,8.27,7.087,150.141,0.6412
Mars,8.036,11.6,164.698,0.8212
Mars,7.409,3.993,81.176,0.7209
Mars,7.318,5.455,81.075,0.772
Mars,6.822,9.813,65.668,0.9091
Mars,6.627,9.836,181.743,0.9943
Mars,7.281,9.322,112.961,0.9392
Mars,7.444,10.596,96.067,0.9461
Mars,6.611,9.025,184.495,0.9659
Mars,8.307,8.361,82.921,0.6067
Mars,7.393,6.589,128.349,0.859
Mars,7.316,6.671,179.166,0.8835
Mars,7.089,6.062,151.813,0.8622
Mars,6.145,8.202,148.64,0.9357
Mars,8.206,6.067,85.194,0.5622
Mars,6.792,3.475,88.949,0.7106
Mars,7.606,3.065,153.209,0.7219
Mars,7.519,11.245,63.771,0.9076
Mars,7.461,2.247,199.059,0.7287
Mars,7.314,3.055,116.075,0.723
Mars,6.454,6.453,126.659,0.8525
Mars,6.702,4.629,101.349,0.7634
Mars,7.31,6.058,200.267,0.862
Mars,7.973,3.174,162.801,0.6033
Mars,7.08,3.309,131.985,0.7478
Mars,6.51,10.007,153.649,1.0
Mars,6.22,9.591,120.859,0.9565
Mars,7.658,3.043,134.493,0.6885
Mars,7.058,8.678,117.221,0.9209
Mars,6.313,8.093,125.708,0.909
Mars,7.686,9.134,110.396,0.868
Mars,6.519,6.744,72.423,0.8085
Mars,7.273,4.7,65.975,0.7305
Mars,6.765,8.637,87.857,0.8901
Mars,8.329,5.714,100.262,0.5238
Mars,6.571,4.19,202.475,0.7966
Mars,7.05,6.086,157.8,0.863
Mars,8.399,9.633,213.328,0.6876
Mars,6.797,6.758,114.343,0.8509
Mars,7.611,4.999,124.278,0.7621
Mars,6.792,10.319,175.161,1.0
Mars,6.277,10.816,152.464,1.0
Mars,7.569,6.333,144.461,0.8431
Mars,8.29,5.747,152.09,0.5878
Mars,7.131,8.127,153.462,0.9344
Mars,7.565,2.58,182.518,0.7185
Mars,7.522,8.913,166.893,0.9545
Mars,7.038,9.823,213.17,0.9938
Mars,7.537,5.974,211.674,0.8467
Mars,6.648,3.746,127.508,0.7586
Mars,6.945,2.288,65.716,0.6458
Mars,7.106,8.372,61.772,0.8548
Mars,8.16,4.69,79.711,0.5239
Mars,6.871,6.639,71.984,0.8043
Mars,7.588,5.864,119.739,0.7957
Mars,6.534,3.749,68.46,0.6997
Mars,6.631,7.084,159.986,0.8979
Mars,7.621,6.596,90.428,0.7809
Mars,7.906,8.241,142.234,0.7954
Mars,7.155,4.519,76.493,0.7347
Mars,6.838,4.146,192.437,0.7951
Mars,8.276,10.143,184.793,0.7414
Mars,6.34,9.022,121.838,0.9376
Mars,7.802,9.722,205.695,0.8897
Mars,7.725,3.233,89.712,0.6277
Mars,7.726,4.24,190.23,0.7232
Mars,8.339,7.755,147.337,0.6393
Mars,7.82,10.572,112.733,0.8559
Mars,6.754,10.921,73.498,0.9235
Mars,6.884,10.319,87.41,0.9374
Mars,6.978,2.434,198.058,0.7352
Mars,6.077,10.209,157.102,1.0
Mars,8.284,10.991,97.935,0.6867
Mars,6.184,2.567,139.336,0.7292
Mars,7.749,6.163,77.254,0.7098
Mars,7.825,7.366,75.815,0.7252
Mars,8.109,4.328,205.242,0.5984
Mars,7.383,7.167,133.257,0.8841
Mars,7.813,10.86,117.851,0.8635
Mars,6.757,10.669,211.851,1.0
Mars,7.864,11.398,123.84,0.8525
Mars,6.859,6.841,113.799,0.8532
Mars,8.257,6.106,103.678,0.565
Mars,6.408,8.658,150.41,0.953
Mars,6.789,6.168,149.346,0.8652
Mars,7.247,2.419,62.591,0.6473
Mars,7.94,9.199,164.65,0.8254
Mars,7.872,4.81,186.129,0.6943
Mars,6.527,2.491,158.554,0.7372
Mars,6.361,2.206,199.182,0.7272
Mars,6.76,11.314,104.227,0.9542
Mars,7.209,4.521,90.717,0.7489
Mars,7.348,6.479,171.564,0.8768
Mars,7.073,11.506,90.169,0.9402
Mars,7.658,6.675,74.577,0.7556
Mars,7.069,2.786,75.458,0.673
Mars,8.366,7.519,182.943,0.6246
Mars,6.652,2.882,64.598,0.6655
Mars,7.568,2.951,106.313,0.6868
Mars,7.528,10.515,80.67,0.9212
Mars,6.704,4.894,180.786,0.8213
Mars,7.029,8.787,140.559,0.9481
Mars,6.914,7.089,92.879,0.841
Mars,6.431,4.223,180.066,0.7978
Mars,7.193,7.178,180.059,0.9012
Mars,6.967,2.69,143.684,0.7378
Mars,6.446,5.472,104.136,0.7957
Mars,7.125,7.228,153.804,0.903
Mars,7.055,4.284,209.365,0.7999
Mars,6.328,8.602,68.262,0.8693
Mars,6.328,2.518,102.712,0.6908
Mars,7.619,6.848,105.595,0.8057
Mars,7.766,9.15,161.09,0.8814
Mars,8.353,6.299,164.186,0.5862
Mars,6.218,10.746,93.01,0.943
Mars,6.295,8.322,94.576,0.8858
Mars,6.13,11.585,208.514,1.0
Mars,7.331,4.841,181.008,0.8194
Mars,7.557,11.388,209.483,0.981
Mars,7.009,8.068,192.746,0.9324
Mars,7.995,9.452,124.339,0.7902
Mars,7.717,11.022,79.505,0.8573
Mars,8.465,7.512,160.728,0.5914
Mars,6.345,10.622,116.319,0.9663
Mars,6.146,7.417,128.066,0.8877
Mars,6.687,7.992,128.141,0.9079
Mars,6.048,6.451,209.843,0.8758
Mars,8.332,3.456,71.018,0.4148
Mars,6.76,7.535,90.897,0.8546
Mars,7.381,11.774,157.271,1.0
Mars,6.795,9.872,201.401,0.9955
Mars,6.615,9.475,206.871,0.9816
Mars,6.381,8.433,149.391,0.9445
Mars,6.801,5.479,65.53,0.7573
Mars,7.539,3.696,118.061,0.7346
Mars,8.429,4.246,207.013,0.4889
Mars,7.395,2.063,139.991,0.7122
Mars,7.332,8.735,176.258,0.9557
Mars,6.088,10.119,103.071,0.9531
Mars,8.1,4.689,64.001,0.528
Mars,6.112,2.919,152.538,0.7521
Mars,8.266,5.357,193.597,0.5823
Mars,7.347,4.921,218.443,0.8222
Mars,6.421,6.509,195.46,0.8778
Mars,7.129,4.641,148.639,0.8111
Mars,8.487,5.397,157.396,0.5098
Mars,6.763,11.076,191.866,1.0
Mars,6.674,5.348,63.17,0.7504
Mars,6.295,9.855,212.263,0.9949
Mars,7.493,8.258,144.995,0.934
Mars,6.223,5.375,212.328,0.8381
Mars,7.915,10.178,182.323,0.8617
Mars,8.298,7.951,84.371,0.5966
Mars,8.33,2.086,86.442,0.3829
Mars,6.27,2.687,116.583,0.7106
Mars,7.396,9.526,102.238,0.9357
Mars,6.243,6.465,130.288,0.8566
Mars,7.43,6.055,156.625,0.8619
Mars,8.037,3.458,129.853,0.5717
Mars,7.344,3.573,69.027,0.6941
Mars,8.18,9.978,216.101,0.7725
Mars,8.004,10.29,128.02,0.81
Mars,6.691,7.6,196.172,0.916
Mars,7.575,4.951,71.833,0.72
Mars,6.019,11.327,189.61,1.0
Mars,6.99,8.24,87.745,0.8761
Mars,6.595,9.966,168.705,0.9988
Mars,8.343,2.033,165.889,0.4402
Mars,7.013,6.503,205.569,0.8776
Mars,7.635,10.709,111.308,0.9163
Mars,7.83,5.382,77.434,0.6558
Mars,7.933,9.266,198.331,0.8299
Mars,7.839,8.577,113.052,0.8001
Mars,6.723,3.522,97.205,0.7205
Mars,7.715,9.749,137.793,0.9073
Mars,7.373,3.125,83.382,0.6928
Mars,7.493,9.279,107.514,0.9323
Mars,6.002,11.91,121.645,0.9716
Mars,6.646,11.58,104.361,0.9544
Mars,8.327,10.002,132.042,0.7065
Mars,6.725,7.345,121.544,0.8786
Mars,7.095,8.748,183.935,0.9562
Mars,6.467,9.281,206.945,0.9748
Mars,6.347,2.084,76.148,0.6491
Mars,6.522,3.024,191.728,0.7558
Mars,7.384,7.971,209.083,0.929
Mars,8.298,2.065,169.858,0.4564
Mars,6.815,11.089,219.427,1.0
Mars,6.809,6.897,113.607,0.855
Mars,7.41,4.578,192.85,0.8102
Mars,6.892,5.938,167.792,0.8578
Mars,8.276,10.508,111.749,0.7031
Mars,6.945,11.272,172.748,1.0
Mars,7.226,3.162,141.539,0.7522
Mars,7.333,9.78,90.236,0.9325
Mars,7.955,7.782,87.821,0.7085
Mars,7.41,7.855,174.144,0.9249
Mars,6.598,9.795,173.909,0.9928
Mars,6.31,4.228,144.924,0.7929
Mars,8.344,7.31,140.227,0.6146
Mars,8.004,5.194,88.806,0.6026
Mars,6.057,2.945,128.686,0.7318
Mars,8.054,3.051,199.424,0.5722
Mars,7.476,3.365,196.756,0.7678
Mars,7.297,8.149,165.747,0.9352
Mars,6.031,3.058,219.577,0.757
Mars,7.952,7.701,202.909,0.7688
Mars,6.495,7.883,83.237,0.8591
Mars,7.82,11.039,123.862,0.8672
Mars,6.04,8.264,81.11,0.8703
Mars,7.991,11.856,134.574,0.8209
Mars,6.058,2.31,184.221,0.7308
Mars,6.59,9.041,84.926,0.9014
Mars,6.671,2.265,200.868,0.7293
Mars,6.394,9.294,151.049,0.9753
Mars,7.203,5.859,179.831,0.855
Mars,6.709,8.113,67.225,0.8512
Mars,8.483,5.095,75.014,0.4256
Mars,7.45,3.591,159.338,0.7757
Mars,7.416,9.235,194.111,0.9732
Mars,6.552,11.046,199.818,1.0
Mars,7.022,3.836,170.139,0.7843
Mars,6.31,11.207,92.15,0.9422
Mars,7.906,3.402,91.203,0.5748
Mars,6.828,9.357,201.018,0.9775
Mars,7.88,11.594,78.118,0.8015
Mars,6.929,3.474,169.771,0.7716
Mars,8.472,6.351,145.361,0.5437
Mars,6.428,5.375,127.427,0.8155
Mars,6.004,5.885,130.454,0.8364
Mars,7.487,9.531,211.233,0.9836
Mars,8.382,8.612,197.831,0.6573
Mars,7.618,11.687,198.397,0.9608
Mars,6.214,3.855,125.059,0.76
Mars,7.351,7.433,77.117,0.8373
Mars,8.274,6.491,219.654,0.6193
Mars,6.016,11.189,83.255,0.9333
Mars,6.417,2.106,142.493,0.7162
Mars,8.036,11.892,102.339,0.7735
Mars,8.235,6.797,141.719,0.6347
Mars,7.768,8.255,108.789,0.8084
Mars,8.479,5.601,203.502,0.5197
Mars,6.226,10.525,214.935,1.0
Mars,7.364,7.62,125.61,0.8923
Mars,7.712,8.628,71.23,0.8024
Mars,7.757,8.489,166.134,0.8616
Mars,7.984,5.64,120.26,0.6564
Mars,8.294,2.76,217.755,0.4819
Mars,6.904,10.077,74.3,0.9243
Mars,6.107,4.897,79.06,0.7505
Mars,6.906,10.489,171.908,1.0
Mars,7.679,8.086,181.384,0.8733
Mars,6.534,5.537,135.375,0.8292
Mars,8.025,7.942,104.362,0.7074
Mars,6.549,8.455,109.57,0.9055
Mars,6.025,9.067,114.076,0.9314
Mars,7.27,10.223,96.045,0.946
Mars,7.816,3.598,196.103,0.6705
Mars,6.874,11.441,70.412,0.9204
Mars,7.872,6.108,125.164,0.7149
Mars,7.096,10.605,179.617,1.0
Mars,6.429,4.205,60.612,0.7078
Mars,6.226,2.29,200.485,0.7302
Mars,7.776,7.733,173.007,0.8285
Mars,6.964,5.247,71.74,0.7554
Mars,8.282,11.845,203.199,0.7394
Mars,7.351,3.045,137.969,0.7445
Mars,6.871,2.473,164.358,0.7366
Mars,6.872,2.45,201.125,0.7358
Mars,6.329,4.169,200.986,0.7959
Mars,7.484,7.792,125.399,0.8981
Mars,7.455,7.056,98.03,0.845
Mars,8.0,5.501,101.187,0.6271
Mars,6.503,2.888,182.551,0.7511
Mars,6.727,4.337,208.709,0.8018
Mars,6.243,3.841,71.557,0.706
Mars,6.738,9.457,62.403,0.8934
Mars,7.07,9.799,191.67,0.993
Mars,8.41,9.77,121.856,0.6605
Mars,7.633,11.69,104.232,0.91
Mars,7.957,10.842,90.14,0.7877
Mars,6.814,6.978,115.437,0.8597
Mars,6.361,6.149,215.435,0.8652
Mars,6.642,11.158,216.333,1.0
Mars,6.641,8.112,113.042,0.897
Mars,7.458,4.944,214.19,0.823
Mars,6.854,7.645,107.978,0.8755
Mars,8.143,11.921,196.717,0.7855
Mars,8.471,10.495,93.921,0.6201
Mars,6.858,4.813,192.238,0.8184
Mars,7.763,11.53,116.597,0.879
Mars,7.644,11.815,91.316,0.8934
Mars,6.486,4.312,209.565,0.8009
Mars,8.295,10.956,94.269,0.6793
Mars,6.499,10.832,218.694,1.0
Mars,7.842,2.398,77.372,0.5472
Mars,6.869,8.697,61.603,0.866
Mars,6.918,5.053,199.327,0.8268
Mars,7.139,8.746,153.857,0.9561
Mars,8.161,11.136,127.46,0.757
Mars,6.351,6.988,73.114,0.8177
Mars,6.136,6.144,151.983,0.865
Mars,7.005,11.215,122.996,0.973
Mars,6.139,11.741,137.38,0.9874
Mars,7.719,2.622,160.863,0.6688
Mars,7.901,11.228,162.389,0.8664
Mars,8.137,2.828,213.696,0.5367
Mars,7.86,5.373,164.809,0.7182
Mars,8.291,9.626,114.305,0.6876
Mars,7.871,9.77,112.741,0.8311
Mars,8.34,9.258,136.346,0.6803
Mars,6.483,2.391,101.492,0.6852
Mars,7.25,3.33,120.23,0.7368
Mars,8.485,11.362,194.738,0.6717
Mars,7.704,2.815,197.562,0.6805
Mars,8.197,2.785,160.447,0.5153
Mars,6.076,10.356,153.255,1.0
Mars,8.179,8.413,128.336,0.6963
Mars,7.744,5.517,161.744,0.7617
Mars,6.427,3.657,188.969,0.778
Mars,6.064,10.842,178.056,1.0
Mars,6.65,11.885,65.674,0.9157
Mars,8.289,2.5,176.981,0.4743
Mars,7.67,7.541,175.192,0.8572
Mars,8.299,4.613,75.838,0.4711
Mars,7.115,10.324,84.04,0.934
Mars,8.342,5.461,186.065,0.5606
Mars,7.157,9.146,149.438,0.9696
Mars,6.511,7.395,191.461,0.9088
Mars,6.378,7.415,89.559,0.8491
Mars,8.485,10.58,64.898,0.5867
Mars,6.835,6.704,85.911,0.8206
Mars,6.4,10.456,132.411,0.9824
Mars,6.021,5.634,143.727,0.8409
Mars,6.714,3.748,197.232,0.7812
Mars,8.223,6.555,174.592,0.6385
Mars,7.335,6.984,218.463,0.8944
Mars,7.581,6.784,72.595,0.783
Mars,8.306,10.083,80.835,0.6622
Mars,7.282,7.647,73.497,0.8411
Mars,8.096,10.884,146.153,0.7976
Mars,6.81,7.142,102.698,0.8527
Mars,8.443,4.247,169.381,0.4844
Mars,6.197,3.295,81.231,0.6966
Mars,7.812,10.684,76.511,0.8225
Mars,7.651,2.562,133.626,0.6728
Mars,6.479,3.176,120.144,0.7313
Mars,6.972,2.637,192.666,0.7423
Mars,6.782,6.237,194.009,0.8683
Mars,6.236,7.326,78.789,0.8352
Mars,7.462,2.199,189.972,0.727
Mars,8.484,7.156,150.266,0.5724
Mars,7.399,5.938,140.569,0.8484
Mars,7.363,9.736,75.162,0.9159
Mars,6.101,10.3,178.341,1.0
Mars,6.348,8.85,69.541,0.8793
Mars,7.283,6.735,104.431,0.8402
Mars,8.463,4.161,75.269,0.3999
Mars,8.192,10.471,144.923,0.7644
Mars,6.851,5.417,163.237,0.8396
Mars,7.358,5.563,202.537,0.8447
Mars,7.382,11.16,177.42,1.0
Mars,7.713,11.756,213.777,0.9289
Mars,7.719,10.981,181.752,0.9268
Mars,7.974,11.982,107.692,0.7995
Mars,6.062,10.689,147.614,0.9976
Mars,8.359,9.044,133.27,0.6634
Mars,6.175,4.938,150.555,0.8228
Mars,7.19,11.53,151.534,1.0
Mars,8.299,10.766,172.336,0.7337
Mars,7.219,4.407,73.287,0.7275
Mars,6.159,6.892,179.479,0.8912
Mars,6.573,2.701,82.999,0.6775
Mars,7.447,11.533,64.193,0.9142
Mars,6.22,7.728,143.025,0.9135
Mars,7.059,4.452,153.036,0.8058
Mars,6.823,4.924,65.576,0.7379
Mars,8.038,11.807,142.459,0.8131
Mars,6.275,8.156,145.531,0.931
Mars,7.707,6.207,68.399,0.7166
Mars,7.016,6.998,173.854,0.8949
Mars,7.469,2.986,93.646,0.6981
Mars,6.514,2.75,187.113,0.7463
Mars,7.524,7.927,109.732,0.8791
Mars,7.685,7.12,136.463,0.824
Mars,6.176,5.592,202.696,0.8457
Mars,8.061,7.661,188.989,0.7312
Mars,8.153,2.727,185.098,0.5277
Mars,6.159,11.44,85.669,0.9357
Mars,7.508,4.937,67.703,0.7378
Mars,7.485,2.718,156.921,0.7451
Mars,6.031,3.695,125.711,0.755
Mars,6.856,2.955,205.452,0.7534
Mars,8.422,3.786,115.935,0.441
Mars,7.389,6.168,125.688,0.8416
Mars,8.333,9.381,144.16,0.6948
Mars,7.689,4.723,187.424,0.7523
Mars,6.071,6.359,102.928,0.8255
Mars,6.194,11.288,210.691,1.0
Mars,7.805,4.958,146.387,0.7181
Mars,7.386,9.947,194.556,0.9982
Mars,6.318,3.578,144.099,0.7693
Mars,7.535,3.783,183.519,0.7707
Mars,8.026,6.562,68.227,0.6226
Mars,7.882,4.341,187.874,0.6745
Mars,6.615,11.03,143.834,0.9938
Mars,6.645,2.508,131.906,0.7197
Mars,8.42,7.973,77.858,0.5504
Mars,8.219,8.042,178.65,0.692
Mars,6.796,2.66,80.986,0.6741
Mars,8.06,9.326,90.771,0.7305
Mars,6.404,6.689,80.228,0.8143
Mars,6.492,9.231,61.052,0.8841
Mars,6.453,10.269,165.906,1.0
Mars,6.219,5.229,103.335,0.7863
Mars,8.137,6.845,83.915,0.6113
Mars,7.447,4.608,111.196,0.7725
Mars,6.647,4.015,139.854,0.7804
Mars,8.122,2.006,140.546,0.5035
Mars,8.007,11.636,118.751,0.7999
Mars,6.252,6.409,139.189,0.8635
Mars,7.61,2.131,128.375,0.6662
Mars,7.805,2.089,191.626,0.6216
Mars,7.79,4.884,64.738,0.6391
Mars,7.808,2.139,198.885,0.6223
Mars,6.424,5.745,99.026,0.8001
Mars,6.788,2.629,175.485,0.742
Mars,8.11,2.393,124.806,0.5051
Mars,8.246,8.694,107.093,0.6627
Mars,6.698,11.068,158.456,1.0
Mars,6.058,6.094,183.022,0.8633
Mars,8.149,10.368,131.99,0.7655
Mars,6.943,2.293,134.649,0.7149
Mars,6.824,9.777,69.417,0.9116
Mars,6.867,2.628,207.839,0.742
Mars,7.039,10.384,195.503,1.0
Mars,6.946,10.824,123.679,0.9737
Mars,7.416,9.86,182.392,0.9951
Mars,6.197,10.207,110.125,0.9601
Mars,8.429,7.615,176.867,0.6069
Mars,8.341,4.649,142.671,0.525
Mars,8.336,8.432,133.723,0.6502
Mars,8.198,6.395,69.044,0.5602
Mars,7.651,2.053,214.468,0.6716
Mars,6.553,6.768,193.985,0.8869
Mars,6.124,8.512,186.942,0.9479
Mars,6.248,2.139,108.787,0.6836
Mars,6.81,8.214,106.334,0.8938
Mars,7.26,8.525,151.711,0.9484
Mars,8.483,3.581,195.396,0.4476
Mars,7.089,6.311,209.541,0.8709
Mars,7.312,11.643,103.029,0.953
Mars,7.738,10.842,157.186,0.9207
Mars,6.452,6.108,175.824,0.8638
Mars,8.332,5.498,96.223,0.5113
Mars,7.323,3.241,125.195,0.7386
Mars,6.691,2.352,89.996,0.6723
Mars,8.338,4.975,171.825,0.5449
Mars,7.564,11.403,198.206,0.9788
Mars,7.209,11.586,200.405,1.0
Mars,7.45,10.125,167.214,1.0
Mars,7.871,5.508,115.544,0.6847
Mars,6.386,3.436,165.766,0.7703
Mars,8.162,7.955,198.283,0.7077
Mars,8.399,8.465,160.137,0.6467
Mars,7.417,6.246,126.063,0.8447
Mars,7.706,8.916,207.168,0.8935
Mars,8.15,9.467,193.635,0.7648
Mars,6.937,9.831,201.19,0.9941
Mars,8.482,7.023,204.511,0.5684
Mars,7.701,9.916,123.01,0.903
Mars,7.06,2.255,197.542,0.7289
Mars,7.693,8.804,151.256,0.8937
Mars,7.304,4.356,66.105,0.7186
Mars,6.279,4.705,161.734,0.8147
Mars,7.99,2.913,135.299,0.574
Mars,7.411,3.924,104.025,0.7414
Mars,7.99,11.92,215.261,0.8368
Mars,6.387,6.154,68.811,0.7842
Mars,7.346,11.278,211.34,1.0
Mars,7.917,3.629,85.483,0.5736
Mars,8.471,4.041,120.318,0.4382
Mars,8.211,7.578,126.758,0.655
Mars,8.161,5.495,176.963,0.622
Mars,6.619,8.439,94.497,0.8899
Mars,8.095,6.22,217.776,0.6694
Mars,6.423,10.116,179.842,1.0
Mars,6.495,6.316,186.392,0.871
Mars,6.275,7.723,77.029,0.8474
Mars,8.144,5.211,136.21,0.6039
Mars,6.271,9.04,211.297,0.9664
Mars,6.345,8.547,103.211,0.9024
Mars,6.615,5.97,83.261,0.7922
Mars,7.432,4.76,137.663,0.8043
Mars,8.2,8.141,208.863,0.7015
Mars,7.046,11.432,137.886,0.9879
Mars,7.366,3.326,124.773,0.7412
Mars,6.416,9.991,164.044,0.9997
Mars,6.665,7.43,209.901,0.91
Mars,6.335,7.256,67.849,0.8218
Mars,7.025,11.617,84.543,0.9345
Mars,7.476,8.059,81.241,0.8633
Mars,6.71,10.305,73.653,0.9237
Mars,8.115,7.145,108.337,0.6534
Mars,8.453,4.499,96.689,0.4364
Mars,6.3,8.945,147.791,0.9609
Mars,6.045,11.232,112.366,0.9624
Mars,7.974,10.412,124.833,0.8167
Mars,6.477,3.984,210.698,0.7894
Mars,6.883,5.169,84.905,0.7658
Mars,6.986,7.169,122.153,0.8731
Mars,8.291,7.716,101.133,0.6074
Mars,7.647,3.938,147.867,0.7367
Mars,6.102,4.3,177.814,0.8005
Mars,6.037,9.588,190.718,0.9856
Mars,6.499,9.303,142.447,0.9681
Mars,6.795,10.392,196.787,1.0
Mars,7.211,11.329,185.612,1.0
Mars,8.095,5.083,85.121,0.5648
Mars,6.787,10.596,99.269,0.9493
Mars,6.941,8.66,167.475,0.9531
Mars,6.823,11.578,215.967,1.0
Mars,6.022,4.721,120.181,0.7854
Mars,8.388,4.697,96.769,0.4652
Mars,6.347,9.043,199.061,0.9665
Mars,6.719,11.284,91.938,0.9419
Mars,6.323,10.246,171.585,1.0
Mars,7.226,9.27,65.48,0.8899
Mars,8.33,5.873,63.037,0.4918
Mars,6.252,9.178,132.251,0.9535
Mars,7.102,10.011,165.046,1.0
Mars,6.056,9.533,82.79,0.9164
Mars,7.927,8.768,182.221,0.8145
Mars,7.603,2.471,80.598,0.6327
Mars,7.749,8.597,145.393,0.8632
Mars,7.181,6.783,109.328,0.8467
Mars,8.269,11.616,180.361,0.7436
Mars,7.024,8.072,188.659,0.9325
Mars,7.285,8.082,70.575,0.8535
Mars,7.738,11.941,90.817,0.8614
Mars,7.301,2.936,202.823,0.7528
Mars,6.473,4.763,126.498,0.7932
Mars,6.793,8.561,136.278,0.9359
Mars,6.231,5.152,86.884,0.7672
Mars,7.082,5.462,219.183,0.8412
Mars,7.523,10.926,207.688,0.9922
Mars,6.296,7.794,60.324,0.8331
Mars,7.576,3.029,148.118,0.7286
Mars,8.232,5.109,199.563,0.5847
Mars,6.844,2.761,128.885,0.7255
Mars,6.555,7.561,129.89,0.8945
Mars,8.233,3.733,120.696,0.5072
Mars,7.73,10.571,64.613,0.838
Mars,6.263,7.773,186.445,0.9221
Mars,7.02,2.594,133.086,0.7239
Mars,7.685,5.009,144.971,0.7585
Mars,7.436,8.163,100.91,0.8866
Mars,7.546,5.355,185.459,0.822
Mars,7.418,7.132,187.0,0.8996
Mars,7.995,11.094,148.467,0.8334
Mars,6.801,5.5,204.74,0.8425
Mars,7.771,5.359,78.541,0.6757
Mars,8.478,10.198,185.86,0.6741
Mars,6.975,5.188,149.373,0.8309
Mars,7.978,2.78,96.962,0.535
Mars,6.615,3.809,81.169,0.7145
Mars,6.705,11.488,108.161,0.9582
Mars,8.337,11.333,197.011,0.7209
Mars,6.065,4.248,186.019,0.7987
Mars,6.544,7.535,163.221,0.9137
Mars,7.207,3.374,74.452,0.6925
Mars,7.005,8.747,212.773,0.9561
Mars,7.573,3.853,108.87,0.7194
Mars,6.482,2.498,157.12,0.7374
Mars,6.176,10.249,188.496,1.0
Mars,6.923,5.254,81.257,0.7651
Mars,7.311,3.085,164.351,0.758
Mars,7.405,10.339,65.167,0.9152
Mars,7.504,9.624,76.286,0.9119
Mars,7.372,8.838,175.703,0.9593
Mars,6.614,11.112,84.813,0.9348
Mars,7.911,6.892,130.961,0.7351
Mars,6.219,3.281,99.733,0.7146
Mars,6.496,2.613,127.397,0.7189
Mars,7.848,5.184,72.355,0.6377
Mars,6.699,2.868,180.784,0.7504
Mars,7.234,7.355,72.647,0.8301
Mars,6.818,2.145,194.066,0.7251
Mars,7.267,6.438,166.017,0.8753
Mars,6.867,3.785,126.654,0.7591
Mars,8.486,5.683,198.638,0.5204
Mars,6.894,8.75,89.781,0.896
Mars,7.568,5.51,102.33,0.7726
Mars,8.221,5.413,81.94,0.5311
Mars,7.595,11.908,121.051,0.9394
Mars,7.415,9.188,217.877,0.9716
Mars,7.423,7.139,85.764,0.8356
Mars,7.241,7.794,192.956,0.9228
Mars,8.019,8.202,164.301,0.7641
Mars,6.126,2.246,62.53,0.6411
Mars,8.213,2.803,211.182,0.5105
Mars,7.466,8.492,215.375,0.9472
Mars,8.122,5.645,207.984,0.6402
